background_id,phase_deg,rate_multiplier_point,rate_multiplier_q025,rate_multiplier_median,rate_multiplier_q975
q25,230.0,0.5997981914777384,0.5165940214558452,0.6584199392493605,1.2833240488994397
q25,231.0,0.6077133337005303,0.5210192359483724,0.6648503554751705,1.30665028052272
q25,232.0,0.6158263476789793,0.5236830133705694,0.6730390815194386,1.330302536134442
q25,233.0,0.6241398319941057,0.5269910477046575,0.6826297627849981,1.3485926791296825
q25,234.0,0.6326563808530197,0.5297893681856282,0.6911949954101655,1.3655700288668315
q25,235.0,0.6413785798644984,0.5323592457304666,0.699914126342357,1.3892576302628665
q25,236.0,0.6503090016159332,0.5345940556609616,0.7076951780591775,1.4132219988740071
q25,237.0,0.6594502010478968,0.5380158977937379,0.7142828629570595,1.4376138312395161
q25,238.0,0.6688047106229063,0.5424930325774031,0.7228616203018118,1.4597784018555904
q25,239.0,0.6783750352852852,0.5470191436713899,0.7306572335006948,1.4795983383476354
q25,240.0,0.6881636472094251,0.5500472077186338,0.7396944799579415,1.4998059464257743
q25,241.0,0.6981729803341501,0.552659351706403,0.7502198202228759,1.5201037791350636
q25,242.0,0.7084054246813428,0.5554263418357843,0.7603817130053961,1.540481752282544
q25,243.0,0.7188633204574895,0.5592565029418798,0.7714461811141968,1.562825402245685
q25,244.0,0.7295489519373111,0.5632128283820872,0.7823185942563202,1.5858958694837917
q25,245.0,0.7404645411292359,0.5659115965209656,0.7905247635251546,1.609081547083167
q25,246.0,0.7516122412230618,0.5699704709682503,0.798874209980905,1.6323703638461575
q25,247.0,0.7629941298208193,0.5723320522201992,0.8073670650277215,1.6581941272739011
q25,248.0,0.7746122019525193,0.57524827889659,0.8160033927633017,1.6850332350187962
q25,249.0,0.786468362879217,0.5786560647688628,0.8264871070652114,1.7130010722571114
q25,250.0,0.7985644206865851,0.5820207154467958,0.8395338111433192,1.7412075818448416
q25,251.0,0.8109020786730051,0.5850893357556015,0.8521604873915165,1.7695845100599246
q25,252.0,0.8234829275370472,0.5882703738899683,0.8623816755506466,1.7982903354983029
q25,253.0,0.8363084373700859,0.5897172835744634,0.8747736207027366,1.8305033713711634
q25,254.0,0.849379949460752,0.5908840596759656,0.8870928688375848,1.8630271183234404
q25,255.0,0.8626986679188751,0.5940032291675861,0.8978162468105141,1.89576994853736
q25,256.0,0.876265651127597,0.5974675209157952,0.9127482358799305,1.928712984690252
q25,257.0,0.8900818030333593,0.6008411856644187,0.9264849130764816,1.9618364906165278
q25,258.0,0.9041478642845593,0.6054480534005281,0.9402794449127742,1.9951198770631846
q25,259.0,0.918464403230774,0.6093659109581834,0.956024871218211,2.0285417098020977
